feature,importance
Pclass,0.08098617756727727
SibSp,0.03661711252543462
Parch,0.0
AgeBand,0.015753542006478344
FamilySize,0.053365994049072024
IsAlone,0.0
FareBand,0.005737448522436463
Sex_female,0.21125651166335482
Sex_male,0.0
Embarked_C,0.0047430552403407815
Embarked_Q,0.0
Embarked_S,0.048921978494509286
Title_Master,0.04473468354901669
Title_Miss,0.0
Title_Mr,0.44468677443901766
Title_Mrs,0.0
Title_Other,0.05319672194306205
